setup,direction,ticker,cluster_leftmost,cluster_rightmost,cluster_size,is_winner,rightmost_date,rightmost_close,adr14,bar_f1_max,bar_f2_max,had_earnings,race_bars,max_fav_adr,max_adv_adr,bars_to_fav,bars_to_adv,rule_pass,t1,t2
bf,long,DRS,262,262,1,0,2021-01-15,9.9517,0.6522454228773128,,63.75,0,60,7.166580382361399,0.48485228387155077,24,7,0,1.27802734375,54.36875
bf,long,PENG,262,262,1,0,2021-01-15,19.61,0.8965464285714285,,58.9375,1,53,6.176478789641204,1.3050077081499225,27,9,0,1.27802734375,54.36875
bf,long,PENG,273,273,1,0,2021-02-02,19.915,0.6860964285714282,,40.9375,1,42,7.6264789934776,0.7068977184589834,16,1,0,1.27802734375,54.36875
bf,long,TSEM,263,263,1,0,2021-01-19,29.7,1.0762857142857136,,58.46875,1,19,3.744358906291479,1.858242633395276,19,8,0,1.27802734375,54.36875
bf,long,TDAY,265,265,1,0,2021-01-21,4.02,0.3742857142857142,,55.5625,1,23,4.969465648854963,0.3206106870228999,14,1,0,1.27802734375,54.36875
bf,long,TDAY,268,268,1,0,2021-01-26,4.2,0.33857142857142847,,55.5625,1,20,4.962025316455697,0.6793248945147681,11,1,0,1.27802734375,54.36875
bf,long,GCO,270,270,1,0,2021-01-28,38.61,2.6575714285714294,,46.96875,1,28,5.147556845670052,0.15803902596355485,28,1,0,1.27802734375,54.36875
bf,long,SPT,271,271,1,0,2021-01-29,66.0,4.230428571428573,,50.21875,1,15,3.893222571168067,0.9573498125823109,11,2,0,1.27802734375,54.36875
bf,long,SPT,412,412,1,0,2021-08-20,104.42,5.210999999999999,,54.09375,1,50,7.867971598541545,-0.17271157167530063,23,1,0,1.27802734375,54.36875
bf,long,AXON,272,272,1,0,2021-02-01,166.15,8.768571428571429,,66.125,1,16,5.2710980775496905,1.0560443141088325,8,15,0,1.27802734375,54.36875
bf,long,AXON,274,274,1,1,2021-02-03,167.55,8.242857142857142,,22.796875,1,14,5.437435008665511,1.2932409012131747,6,13,0,1.27802734375,54.36875
bf,long,NIU,272,273,2,0,2021-02-02,48.64,3.8203500000000004,,47.84375,1,22,1.2407240174329581,4.871255251482194,9,22,0,1.27802734375,54.36875
bf,long,NIU,275,275,1,0,2021-02-04,46.99,3.794992857142858,,24.515625,1,20,1.6837976356063156,4.469020269189288,7,20,0,1.27802734375,54.36875
bf,long,OMER,272,272,1,0,2021-02-01,20.45,1.089771428571429,,45.5625,1,18,3.1199202978344087,1.5416076765770008,14,17,0,1.27802734375,54.36875
bf,long,PHR,272,272,1,0,2021-02-01,66.74,2.961521428571429,,63.21875,1,39,5.0148548164191675,5.561330686688547,7,39,0,1.27802734375,54.36875
bf,long,EOLS,273,274,2,0,2021-02-03,6.93,0.8867999999999999,,58.71875,1,33,11.197564276048714,0.4623364907532704,33,6,0,1.27802734375,54.36875
bf,long,ECOR,274,274,1,0,2021-02-03,39.45,5.406428571428573,,40.65625,1,24,2.7744748315497403,2.441537851763773,17,21,0,1.27802734375,54.36875
bf,long,ECOR,280,280,1,0,2021-02-11,41.4,4.745357142857143,,40.65625,1,18,2.7500564461503716,3.1925942650711217,11,15,0,1.27802734375,54.36875
bf,long,PI,274,274,1,0,2021-02-03,58.34,3.531357142857143,,43.875,1,4,2.0555836485365804,-0.07645785715730384,4,1,0,1.27802734375,54.36875
bf,long,PI,1094,1094,1,0,2024-05-08,163.77,7.804499999999996,0.7021484375,31.46875,1,51,2.320456147094624,2.584406432186562,50,30,0,1.27802734375,54.36875
bf,long,GM,275,275,1,0,2021-02-04,52.103,2.048175390718568,,41.625,1,3,1.3722623457840977,-0.009391901593862544,2,1,0,1.27802734375,54.36875
bf,long,MU,275,275,1,0,2021-02-04,79.2421,3.0296603443547263,,42.15625,1,37,4.667729237994182,0.24465907329825765,16,34,0,1.27802734375,54.36875
bf,long,MU,1443,1443,1,1,2025-09-30,167.0776,5.23454745759019,1.4267578125,67.5625,1,54,18.617529827031863,0.3471890160521761,50,1,1,1.27802734375,54.36875
bf,long,AVAV,276,276,1,0,2021-02-05,122.67,7.487849999999997,,19.453125,1,20,2.620244796570444,3.3253871271459783,3,19,0,1.27802734375,54.36875
bf,long,CLFD,276,276,1,0,2021-02-05,33.08,2.3426000000000005,,19.84375,1,51,2.4203876035174594,2.309399812174505,6,33,0,1.27802734375,54.36875
bf,long,CLFD,458,458,1,0,2021-10-26,53.28,1.96677142857143,,63.125,1,6,4.09808678472333,0.42872292517105753,6,1,0,1.27802734375,54.36875
bf,long,LFMD,276,276,1,0,2021-02-05,22.13,3.5714285714285716,,29.890625,1,34,3.049200000000001,2.4863999999999997,3,19,0,1.27802734375,54.36875
bf,long,SHAK,276,276,1,0,2021-02-05,117.55,7.687071428571429,,32.65625,1,12,1.9441734266254107,0.6192215129298717,3,11,0,1.27802734375,54.36875
bf,long,TBCH,277,277,1,0,2021-02-08,31.13,1.938928571428571,,12.265625,1,16,2.377601768281454,1.1501197273899435,2,13,0,1.27802734375,54.36875
bf,long,SEED,278,278,1,0,2021-02-09,19.55,2.103571428571429,,36.625,0,60,4.150084889643463,3.351443123938879,8,60,0,1.27802734375,54.36875
bf,long,KBH,279,279,1,0,2021-02-10,40.376,1.6675010520719493,,22.75,1,28,2.075620879338829,3.0967414528728274,24,15,0,1.27802734375,54.36875
bf,long,SWKS,279,279,1,0,2021-02-10,160.9408,6.401382367208618,,13.0546875,1,53,2.338773987921085,3.4364537155545913,51,16,0,1.27802734375,54.36875
bf,long,NMM,283,283,1,0,2021-02-17,17.2076,1.3705834203185998,,93.75,1,24,8.586893954504356,1.2024657948917057,23,4,0,1.27802734375,54.36875
bf,long,NMM,285,285,1,0,2021-02-19,17.4112,1.41670486866912,,93.75,1,22,8.163630084043193,1.3070327652069857,21,2,0,1.27802734375,54.36875
bf,long,UEC,285,285,1,0,2021-02-19,2.5,0.1989285714285714,,47.5,0,60,5.881508078994615,3.1418312387791745,17,10,0,1.27802734375,54.36875
bf,long,UEC,309,309,1,0,2021-03-25,2.76,0.29607142857142865,,61.625,0,60,2.972255729794934,1.4861278648974663,6,17,0,1.27802734375,54.36875
bf,long,UEC,462,463,2,0,2021-11-02,4.0,0.29954285714285717,,54.375,0,60,5.97577260587562,5.54177794734834,8,60,0,1.27802734375,54.36875
bf,long,ARCB,286,286,1,0,2021-02-22,55.079,2.139723005197351,,72.3125,1,49,9.00393979179347,0.42522998441483445,38,1,0,1.27802734375,54.36875
bf,long,ARCB,436,436,1,0,2021-09-24,74.7477,2.7288251391990666,,41.90625,1,26,7.354903299722581,0.7021490635755498,26,3,0,1.27802734375,54.36875
bf,long,ENVA,286,286,1,0,2021-02-22,29.5,1.3633785714285718,,59.65625,1,46,8.478936256044594,0.9461788728631071,14,1,0,1.27802734375,54.36875
bf,long,MGM,290,292,3,0,2021-03-02,38.52,1.5746807396225166,,44.875,1,39,2.667618575514634,2.792782640486172,24,3,0,1.27802734375,54.36875
bf,long,MGM,296,296,1,0,2021-03-08,37.8303,1.9316452368872155,,35.6875,1,35,2.531700696450239,1.178486104554587,20,13,0,1.27802734375,54.36875
bf,long,LYV,291,292,2,0,2021-03-02,90.57,3.6710714285714263,,32.65625,1,45,1.105944157992024,3.576612510944645,1,35,0,1.27802734375,54.36875
bf,long,PRIM,291,291,1,0,2021-03-01,34.077,1.304213125087786,,55.96875,1,45,4.720378177045562,3.656619070320438,10,18,0,1.27802734375,54.36875
bf,long,URI,291,291,1,0,2021-03-01,292.3038,11.947925393889493,,47.5625,1,40,3.1146150022725663,1.6410105156957737,25,4,0,1.27802734375,54.36875
bf,long,ASIX,293,293,1,0,2021-03-03,25.7682,1.4586217297114705,,38.5625,1,40,1.9784328463294767,1.795148613467697,40,16,0,1.27802734375,54.36875
bf,long,CVI,293,293,1,0,2021-03-03,14.3064,0.8639485245345296,,15.9453125,1,41,3.142736272458185,3.645774939004567,6,34,0,1.27802734375,54.36875
bf,long,XHR,293,294,2,0,2021-03-04,16.7941,0.8903546160155127,,26.59375,1,43,2.2002453975558764,1.4471365999973156,10,32,0,1.27802734375,54.36875
bf,long,RHP,296,296,1,0,2021-03-08,69.419,3.428318383095193,,26.671875,1,38,1.4699903899745623,1.730875222069429,7,31,0,1.27802734375,54.36875
bf,long,SABR,296,297,2,0,2021-03-09,8.4104,0.5759389452875313,,27.203125,1,38,0.6979346760329803,2.1890630543090657,4,12,0,1.27802734375,54.36875
bf,long,SABR,300,300,1,0,2021-03-12,8.4939,0.5544968335891806,,27.203125,1,35,0.5743364829202566,2.424299987369478,1,9,0,1.27802734375,54.36875
bf,long,SKYW,296,297,2,0,2021-03-09,58.08,3.1399642857142873,,19.765625,1,35,0.9793105017118033,3.3376175798177843,4,30,0,1.27802734375,54.36875
bf,long,SKYW,299,299,1,0,2021-03-11,57.69,3.143335714285716,,19.765625,1,33,1.1023321448779395,3.209965755214544,2,28,0,1.27802734375,54.36875
bf,long,UAA,296,296,1,0,2021-03-08,22.93,0.8861,,35.03125,1,39,2.0528157092878896,2.4940751608170646,38,13,0,1.27802734375,54.36875
bf,long,NMRK,297,298,2,0,2021-03-10,9.9476,0.5448028855348916,,35.25,1,39,1.7472507547604497,0.9959697559915822,6,11,0,1.27802734375,54.36875
bf,long,RCL,297,300,4,0,2021-03-12,88.1922,5.486699752855604,,16.71875,1,32,1.190110513209807,2.023936315266272,1,9,0,1.27802734375,54.36875
bf,long,FTAI,300,300,1,0,2021-03-12,22.220699310302734,0.8857307434082031,,42.40625,1,32,0.17104384303092957,3.3325071334838867,4,7,0,1.27802734375,54.36875
bf,long,FTAI,1142,1142,1,0,2024-07-18,101.32530212402344,4.3962016105651855,1.3564453125,52.90625,1,2,0.6131922602653503,0.5348626971244812,2,2,0,1.27802734375,54.36875
bf,long,MX,303,303,1,0,2021-03-17,23.44,1.497207142857143,,49.75,1,36,2.364402291886321,2.7785066480924003,12,6,0,1.27802734375,54.36875
bf,long,CENTA,306,306,1,0,2021-03-22,38.168,1.267874285714287,,46.78125,1,30,4.643993546002758,0.7950315037993809,7,1,0,1.27802734375,54.36875
