setup,ticker,cluster_leftmost,cluster_rightmost,cluster_size,is_winner,outcome,reason,bars_to_outcome,profit_adr,ref_price,ref_idx,adr,had_earnings,entry_idx,rule_pass
bf,ZETA,788,789,2,0,BE,breakout_too_far,0,0.0,21.84,789,0.9927142857142854,0,,0
bf,ZETA,798,798,1,0,LOSS,stop_hit,1,-1.0,24.16,798,1.3736428571428565,0,800.0,0
bf,CVLT,1159,1159,1,0,BE,no_breakout_within_fw,0,0.0,152.37,1159,6.821628571428577,0,,0
bf,CRS,1160,1160,1,0,LOSS,stop_hit,4,-1.0,140.40169330208113,1160,6.972563807357548,1,1161.0,0
bf,GENI,970,970,1,0,LOSS,stop_hit,13,-1.0,7.075,970,0.4042785714285714,0,971.0,0
bf,VNO,1161,1161,1,0,WIN,earnings_flat_favorable,55,7.0719573829177955,30.21153012820513,1161,1.3373906769631347,1,1162.0,0
bf,HROW,1178,1178,1,1,WIN,exit_fired,30,8.368932038834949,39.74,1178,2.06,1,1179.0,0
bf,INTA,802,802,1,0,BE,breakout_too_far,0,0.0,45.14,802,1.1853571428571443,0,,0
bf,RKLB,952,952,1,1,BE,breakout_too_far,0,0.0,6.17,952,0.40700000000000003,0,,1
bf,RKLB,974,974,1,0,LOSS,stop_hit,2,-1.0,9.529,974,0.6732142857142857,1,975.0,0
bf,RKLB,1144,1144,1,0,WIN,exit_fired,22,10.864022103808963,27.22,1144,1.8096428571428569,1,1145.0,1
bf,RKLB,1155,1155,1,0,BE,breakout_too_far,0,0.0,36.21,1155,2.4639285714285712,0,,0
bf,SEZL,254,254,1,0,LOSS,stop_hit,10,-1.0,25.540000000000003,254,1.6219357142857151,1,257.0,0
bf,BVS,914,914,1,0,BE,no_breakout_within_fw,0,0.0,12.08,914,0.5572071428571429,0,,0
bf,TGLS,1194,1195,2,0,LOSS,stop_hit,10,-1.0,69.19816782733812,1195,1.9588526389015186,1,1199.0,0
bf,QURE,1252,1252,1,0,BE,no_breakout_within_fw,0,0.0,17.95,1252,1.6200714285714284,0,,0
bf,NVCR,1254,1255,2,0,BE,no_breakout_within_fw,0,0.0,32.055,1255,1.945578571428572,0,,0
bf,BBAR,1255,1256,2,0,BE,breakout_too_far,0,0.0,19.478649658792655,1256,1.278595771141541,0,,1
bf,LQDT,1259,1260,2,0,LOSS,stop_hit,3,-1.0,32.6568,1260,1.386392857142857,1,1261.0,0
bf,EHTH,1266,1266,1,0,LOSS,stop_hit,1,-1.0,9.8864,1266,0.6452142857142855,1,1267.0,0
bf,SLQT,1169,1171,3,0,LOSS,stop_hit,1,-1.0,4.39,1171,0.3163785714285714,1,1172.0,0
bf,OPFI,1046,1046,1,0,LOSS,stop_hit,1,-1.0,11.874665697674418,1046,0.9933206523403113,1,1047.0,1
bf,EQX,1286,1286,1,0,LOSS,stop_hit,1,-1.0,7.053352924393723,1286,0.26147668660608414,0,1290.0,0
bf,EQX,1416,1416,1,1,WIN,exit_fired,45,8.556999217481472,7.912581265822784,1416,0.3105666678977899,0,1417.0,0
bf,KGC,1338,1338,1,0,LOSS,stop_hit,1,-1.0,14.718992750677508,1338,0.551587619441147,1,1342.0,0
bf,KGC,1412,1413,2,0,LOSS,stop_hit,1,-1.0,19.439422084623324,1413,0.6017908570501945,1,1416.0,0
bf,QXO,1359,1359,1,0,BE,breakout_too_far,0,0.0,17.28,1359,0.8992857142857148,0,,1
bf,QXO,1361,1363,3,1,BE,breakout_too_far,0,0.0,17.36,1363,0.8614285714285719,0,,1
bf,TMC,1245,1245,1,0,LOSS,stop_hit,1,-1.0,4.41,1245,0.43209285714285717,1,1246.0,1
bf,TSSI,1212,1212,1,0,WIN,exit_fired,8,2.299965120334846,21.9,1212,2.047857142857142,0,1214.0,0
bf,SLDP,1028,1029,2,0,LOSS,stop_hit,1,-1.0,1.94,1029,0.18023571428571433,1,1030.0,1
bf,SLDP,1059,1059,1,0,BE,breakout_too_far,0,0.0,3.64,1059,0.49182142857142847,0,,0
bf,AMPX,694,694,1,0,BE,breakout_too_far,0,0.0,3.83,694,0.2953428571428572,0,,1
bf,AMPX,699,700,2,1,WIN,exit_fired,22,10.440822058181682,4.39,700,0.37640714285714283,1,701.0,1
bf,JOBY,1159,1159,1,0,BE,breakout_too_far,0,0.0,8.925,1159,0.544157142857143,0,,1
bf,JOBY-WS,384,384,1,0,BE,breakout_too_far,0,0.0,8.925,384,0.544157142857143,0,,0
